doesnt,0.0010444493542491012,0.0019056500496685384
part,0.0008235081446964067,0.0002635473472945851
seagal,2.0085564504790408e-05,0.0002027287286881424
plod,2.0085564504790408e-05,0.0002027287286881424
comparison,2.0085564504790408e-05,0.0002027287286881424
afterschool,2.0085564504790408e-05,0.0002027287286881424
pile,2.0085564504790408e-05,0.0002027287286881424
sadli,2.0085564504790408e-05,0.0002027287286881424
listless,2.0085564504790408e-05,0.0002027287286881424
excel,0.0004820535481149698,0.00012163723721288544
disgui,6.025669351437122e-05,0.0003446388387698421
terrif,0.0005222246771245506,0.00014191011008169967
captur,0.0005222246771245506,0.00014191011008169967
heartwarm,0.00020085564504790406,2.027287286881424e-05
delici,0.00020085564504790406,2.027287286881424e-05
tour,0.00020085564504790406,2.027287286881424e-05
heartbreak,0.00020085564504790406,2.027287286881424e-05
integr,0.00020085564504790406,2.027287286881424e-05
scifi,4.0171129009580815e-05,0.00028382022016339934
wasnt,4.0171129009580815e-05,0.00028382022016339934
silli,0.00030128346757185613,0.0008514606604901981
mesmer,0.0002811979030670657,4.054574573762848e-05
delic,0.0002811979030670657,4.054574573762848e-05
tender,0.0002811979030670657,4.054574573762848e-05
episod,8.034225801916163e-05,0.00038518458450747053
school,8.034225801916163e-05,0.0004054574573762848
titl,0.0002611123385622753,0.0007298234232773126
drag,0.00010042782252395203,0.00042573033024509904
alreadi,0.00010042782252395203,0.00042573033024509904
neither,0.00012051338702874245,0.0004662760759827275
perfect,0.0005021391126197602,0.00014191011008169967
lame,6.025669351437122e-05,0.00032436596590102785
bear,6.025669351437122e-05,0.0003649117116386563
routin,6.025669351437122e-05,0.00032436596590102785
witti,0.0003213690320766465,6.081861860644272e-05
subtl,0.0003213690320766465,6.081861860644272e-05
accomplish,0.0003213690320766465,6.081861860644272e-05
obviou,0.0002611123385622753,0.0007095505504084984
pretend,2.0085564504790408e-05,0.00018245585581932815
laughabl,2.0085564504790408e-05,0.00018245585581932815
witless,2.0085564504790408e-05,0.00018245585581932815
insult,2.0085564504790408e-05,0.0002027287286881424
idiot,2.0085564504790408e-05,0.00018245585581932815
remot,2.0085564504790408e-05,0.00018245585581932815
gloriou,0.00018077008054311367,2.027287286881424e-05
ingeni,0.00018077008054311367,2.027287286881424e-05
creatur,0.00018077008054311367,2.027287286881424e-05
jealousi,0.00018077008054311367,2.027287286881424e-05
cho,0.00018077008054311367,2.027287286881424e-05
tasti,0.00018077008054311367,2.027287286881424e-05
bourn,0.00020085564504790406,2.027287286881424e-05
tiresom,4.0171129009580815e-05,0.0002635473472945851
gag,0.00018077008054311367,0.0005676404403267987
deliv,0.0008636792737059875,0.0003649117116386563
low,8.034225801916163e-05,0.0004054574573762848
whole,0.0002410267740574849,0.0006690048046708699
dare,0.00036154016108622735,8.109149147525696e-05
screenwrit,0.00014059895153353285,0.0004865489488515418
give,0.0015064173378592806,0.0008109149147525696
studi,0.0005222246771245506,0.00016218298295051393
flaw,0.0005222246771245506,0.00016218298295051393
detail,0.0005222246771245506,0.00016218298295051393
gorgeou,0.0004820535481149698,0.00014191011008169967
theme,0.0004017112900958081,0.0001013643643440712
journey,0.0004017112900958081,0.0001013643643440712
compel,0.0009440215317251491,0.00042573033024509904
ridicul,8.034225801916163e-05,0.00030409309303221357
suffer,0.00018077008054311367,0.0005473675674579845
mess,0.00020085564504790406,0.0005473675674579845
urban,0.00030128346757185613,6.081861860644272e-05
aw,8.034225801916163e-05,0.0003649117116386563
soap,8.034225801916163e-05,0.0003446388387698421
offen,4.0171129009580815e-05,0.0002432744744257709
poor,4.0171129009580815e-05,0.0002432744744257709
loud,4.0171129009580815e-05,0.0002432744744257709
unint,4.0171129009580815e-05,0.0002432744744257709
onli,0.0005824813706389218,0.0011555537535224117
cast,0.001285476128306586,0.0007095505504084984
bottom,2.0085564504790408e-05,0.00016218298295051393
wilder,2.0085564504790408e-05,0.00016218298295051393
clumsili,2.0085564504790408e-05,0.00016218298295051393
suit,2.0085564504790408e-05,0.00016218298295051393
lousi,2.0085564504790408e-05,0.00016218298295051393
warn,2.0085564504790408e-05,0.00016218298295051393
smug,2.0085564504790408e-05,0.00016218298295051393
maudlin,2.0085564504790408e-05,0.00016218298295051393
lifeless,2.0085564504790408e-05,0.00016218298295051393
didnt,0.00012051338702874245,0.00042573033024509904
honest,0.0003414545965814369,8.109149147525696e-05
contemporari,0.0003414545965814369,8.109149147525696e-05
deep,0.0003414545965814369,8.109149147525696e-05
quiet,0.0003414545965814369,8.109149147525696e-05
bland,0.00010042782252395203,0.00038518458450747053
innoc,0.0002410267740574849,6.081861860644272e-05
vivid,0.0002410267740574849,4.054574573762848e-05
refresh,0.0002410267740574849,4.054574573762848e-05
amaz,0.0002410267740574849,4.054574573762848e-05
relationship,0.0005021391126197602,0.00014191011008169967
color,0.00046196798361017934,0.00014191011008169967
potent,0.00016068451603832326,2.027287286881424e-05
technolog,0.00016068451603832326,2.027287286881424e-05
polanski,0.00016068451603832326,2.027287286881424e-05
sister,0.00016068451603832326,2.027287286881424e-05
vividli,0.00016068451603832326,2.027287286881424e-05
russian,0.00016068451603832326,2.027287286881424e-05
richli,0.00016068451603832326,2.027287286881424e-05
everyday,0.00016068451603832326,2.027287286881424e-05
frailti,0.00016068451603832326,2.027287286881424e-05
splendid,0.00016068451603832326,2.027287286881424e-05
polish,0.00016068451603832326,2.027287286881424e-05
moodi,0.00016068451603832326,2.027287286881424e-05
lone,0.00016068451603832326,2.027287286881424e-05
bittersweet,0.00016068451603832326,2.027287286881424e-05
buoyant,0.00016068451603832326,2.027287286881424e-05
feast,0.00016068451603832326,2.027287286881424e-05
form,0.00042179685460059856,0.00012163723721288544
rich,0.00038162572559101774,0.0001013643643440712
remind,0.00038162572559101774,0.0001013643643440712
premi,0.0002611123385622753,0.0006690048046708699
feel,0.001626930724888023,0.002371926125651266
wonder,0.0009038504027155683,0.0004054574573762848
work,0.002651294514632334,0.0018448314310620959
televi,6.025669351437122e-05,0.00028382022016339934
stunt,6.025669351437122e-05,0.00028382022016339934
appar,6.025669351437122e-05,0.00028382022016339934
red,0.0002811979030670657,6.081861860644272e-05
world,0.0011247916122682628,0.0005879133131956129
action,0.0008435937092011971,0.0015001925922922537
unfortun,8.034225801916163e-05,0.00032436596590102785
comingofag,0.00044188241910538895,0.00014191011008169967
pull,0.00044188241910538895,0.00014191011008169967
mark,0.00044188241910538895,0.00014191011008169967
tediou,0.00010042782252395203,0.0003649117116386563
tradit,0.0003213690320766465,8.109149147525696e-05
masterpiec,0.0003213690320766465,8.109149147525696e-05
event,0.00036154016108622735,0.0001013643643440712
mindless,4.0171129009580815e-05,0.0002432744744257709
incoh,4.0171129009580815e-05,0.00022300160155695663
skip,4.0171129009580815e-05,0.00022300160155695663
sink,4.0171129009580815e-05,0.00022300160155695663
alway,0.0005423102416293409,0.0002027287286881424
interest,0.0008435937092011971,0.0014596468465546252
laugh,0.0006829091931628738,0.0012163723721288543
miss,0.0002410267740574849,0.0006284590589332415
fall,0.0002410267740574849,0.0006081861860644271
short,0.0002410267740574849,0.0006284590589332415
exhilar,0.00022094120955269448,4.054574573762848e-05
embrac,0.00022094120955269448,4.054574573762848e-05
glimp,0.00022094120955269448,4.054574573762848e-05
gem,0.00022094120955269448,4.054574573762848e-05
pleasant,0.00022094120955269448,4.054574573762848e-05
live,0.0010645349187538916,0.0005270946945891702
polit,0.0006025669351437123,0.0002432744744257709
impress,0.0006025669351437123,0.0002432744744257709
than,0.0005021391126197602,0.0009933707705718977
wooden,2.0085564504790408e-05,0.00014191011008169967
rehash,2.0085564504790408e-05,0.00014191011008169967
swimfan,2.0085564504790408e-05,0.00014191011008169967
lacklust,2.0085564504790408e-05,0.00014191011008169967
dress,2.0085564504790408e-05,0.00014191011008169967
choppi,2.0085564504790408e-05,0.00014191011008169967
britney,2.0085564504790408e-05,0.00014191011008169967
disbelief,2.0085564504790408e-05,0.00016218298295051393
schneider,2.0085564504790408e-05,0.00014191011008169967
uninspir,2.0085564504790408e-05,0.00014191011008169967
spear,2.0085564504790408e-05,0.00014191011008169967
unnecessari,2.0085564504790408e-05,0.00014191011008169967
overblown,2.0085564504790408e-05,0.00014191011008169967
costner,2.0085564504790408e-05,0.00014191011008169967
sketch,2.0085564504790408e-05,0.00014191011008169967
misfir,2.0085564504790408e-05,0.00016218298295051393
content,2.0085564504790408e-05,0.00014191011008169967
relentlessli,2.0085564504790408e-05,0.00014191011008169967
impostor,2.0085564504790408e-05,0.00014191011008169967
bog,2.0085564504790408e-05,0.00014191011008169967
spent,2.0085564504790408e-05,0.00014191011008169967
bythenumb,2.0085564504790408e-05,0.00014191011008169967
solemn,2.0085564504790408e-05,0.00014191011008169967
clichéd,2.0085564504790408e-05,0.00014191011008169967
n,2.0085564504790408e-05,0.00014191011008169967
harmless,2.0085564504790408e-05,0.00014191011008169967
flimsi,2.0085564504790408e-05,0.00014191011008169967
thrown,2.0085564504790408e-05,0.00014191011008169967
remark,0.0005021391126197602,0.00018245585581932815
great,0.0012051338702874245,0.0006892776775396842
huppert,0.00014059895153353285,2.027287286881424e-05
hayn,0.00016068451603832326,2.027287286881424e-05
deadpan,0.00014059895153353285,2.027287286881424e-05
marriag,0.00014059895153353285,2.027287286881424e-05
creep,0.00014059895153353285,2.027287286881424e-05
grownup,0.00014059895153353285,2.027287286881424e-05
scratch,0.00020085564504790406,2.027287286881424e-05
metropoli,0.00016068451603832326,2.027287286881424e-05
intox,0.00014059895153353285,2.027287286881424e-05
gut,0.00014059895153353285,2.027287286881424e-05
cat,0.00014059895153353285,2.027287286881424e-05
infu,0.00014059895153353285,2.027287286881424e-05
mamet,0.00014059895153353285,2.027287286881424e-05
smartli,0.00016068451603832326,2.027287286881424e-05
poem,0.00014059895153353285,2.027287286881424e-05
irresist,0.00014059895153353285,2.027287286881424e-05
accur,0.00014059895153353285,2.027287286881424e-05
confid,0.00014059895153353285,2.027287286881424e-05
startl,0.00014059895153353285,2.027287286881424e-05
chabrol,0.00014059895153353285,2.027287286881424e-05
dong,0.00014059895153353285,2.027287286881424e-05
unflinch,0.00014059895153353285,2.027287286881424e-05
anoth,0.0005623958061341314,0.0011150080077847832
next,0.00016068451603832326,0.000506821821720356
fact,0.00016068451603832326,0.0004865489488515418
use,0.0007833370156868259,0.0003649117116386563
if,0.00042179685460059856,0.0008717335333590123
complet,0.0002611123385622753,0.0006284590589332415
problem,0.00030128346757185613,0.0006892776775396842
hard,0.0005021391126197602,0.0009730978977030836
somewh,6.025669351437122e-05,0.0002635473472945851
wear,6.025669351437122e-05,0.0002635473472945851
guy,0.00022094120955269448,0.0005473675674579845
strike,0.00042179685460059856,0.00014191011008169967
marvel,0.0002811979030670657,6.081861860644272e-05
absorb,0.0002611123385622753,6.081861860644272e-05
poignant,0.0002611123385622753,6.081861860644272e-05
uniqu,0.0002611123385622753,6.081861860644272e-05
friendship,0.0002611123385622753,6.081861860644272e-05
none,0.00012051338702874245,0.00038518458450747053
someon,0.00010042782252395203,0.0003446388387698421
dog,0.00010042782252395203,0.00038518458450747053
some,0.0010846204832586819,0.0005473675674579845
decad,0.00030128346757185613,8.109149147525696e-05
perfectli,0.00030128346757185613,0.0001013643643440712
skin,0.00030128346757185613,8.109149147525696e-05
highli,0.0003414545965814369,0.0001013643643440712
balanc,0.00036154016108622735,0.0001013643643440712
sweet,0.000642738064153293,0.00028382022016339934
psycholog,0.0004820535481149698,0.00018245585581932815
ride,0.0004820535481149698,0.00018245585581932815
thi,0.0021893265310221543,0.003040930930322136
hour,0.0004017112900958081,0.0008311877876213839
excu,4.0171129009580815e-05,0.0002027287286881424
kung,4.0171129009580815e-05,0.0002027287286881424
harvard,4.0171129009580815e-05,0.0002027287286881424
wa,0.0003414545965814369,0.0007500962961461268
everyth,0.0003213690320766465,0.0006690048046708699
perspect,0.00020085564504790406,4.054574573762848e-05
viscer,0.00020085564504790406,4.054574573762848e-05
decept,0.00020085564504790406,4.054574573762848e-05
evoc,0.00020085564504790406,4.054574573762848e-05
aspect,0.00022094120955269448,4.054574573762848e-05
foreign,0.00020085564504790406,4.054574573762848e-05
oddli,0.00020085564504790406,4.054574573762848e-05
just,0.0006628236286580835,0.0011758266263912258
invent,0.00044188241910538895,0.00016218298295051393
much,0.0018880430634502982,0.002716564964421108
enjoy,0.0012453049992970052,0.0007298234232773126
surprisingli,0.0006025669351437123,0.0002635473472945851
less,0.0005623958061341314,0.0009730978977030836
thank,0.0004017112900958081,0.00014191011008169967
differ,0.0005021391126197602,0.0002027287286881424
wrong,0.00012051338702874245,0.0003649117116386563
payoff,2.0085564504790408e-05,0.00012163723721288544
letdown,2.0085564504790408e-05,0.00012163723721288544
sluggish,2.0085564504790408e-05,0.00012163723721288544
humorless,2.0085564504790408e-05,0.00012163723721288544
banal,2.0085564504790408e-05,0.00012163723721288544
meant,2.0085564504790408e-05,0.00012163723721288544
disappointingli,2.0085564504790408e-05,0.00012163723721288544
campi,2.0085564504790408e-05,0.00012163723721288544
clue,2.0085564504790408e-05,0.00012163723721288544
hastili,2.0085564504790408e-05,0.00012163723721288544
deuc,2.0085564504790408e-05,0.00012163723721288544
dud,2.0085564504790408e-05,0.00012163723721288544
dreck,2.0085564504790408e-05,0.00012163723721288544
farrelli,2.0085564504790408e-05,0.00012163723721288544
gimmick,2.0085564504790408e-05,0.00012163723721288544
crap,2.0085564504790408e-05,0.00014191011008169967
soggi,2.0085564504790408e-05,0.00012163723721288544
sara,2.0085564504790408e-05,0.00012163723721288544
clown,2.0085564504790408e-05,0.00012163723721288544
mushi,2.0085564504790408e-05,0.00012163723721288544
squander,2.0085564504790408e-05,0.00012163723721288544
imit,2.0085564504790408e-05,0.00012163723721288544
gel,2.0085564504790408e-05,0.00012163723721288544
fortun,2.0085564504790408e-05,0.00012163723721288544
conceiv,2.0085564504790408e-05,0.00012163723721288544
limp,2.0085564504790408e-05,0.00012163723721288544
undermin,2.0085564504790408e-05,0.00012163723721288544
indiff,2.0085564504790408e-05,0.00012163723721288544
unconvinc,2.0085564504790408e-05,0.00012163723721288544
drown,2.0085564504790408e-05,0.00012163723721288544
flaccid,2.0085564504790408e-05,0.00012163723721288544
garbag,2.0085564504790408e-05,0.00012163723721288544
op,2.0085564504790408e-05,0.00014191011008169967
rollerb,2.0085564504790408e-05,0.00012163723721288544
dub,2.0085564504790408e-05,0.00012163723721288544
ballist,2.0085564504790408e-05,0.00012163723721288544
dumbeddown,2.0085564504790408e-05,0.00012163723721288544
boil,2.0085564504790408e-05,0.00012163723721288544
clip,2.0085564504790408e-05,0.00012163723721288544
simplemind,2.0085564504790408e-05,0.00012163723721288544
tale,0.0011047060477634724,0.0006284590589332415
spirit,0.0005824813706389218,0.0002432744744257709
scope,0.00012051338702874245,2.027287286881424e-05
separ,0.00012051338702874245,2.027287286881424e-05
econom,0.00012051338702874245,2.027287286881424e-05
pacino,0.00012051338702874245,2.027287286881424e-05
reggio,0.00012051338702874245,2.027287286881424e-05
gentli,0.00012051338702874245,2.027287286881424e-05
korean,0.00012051338702874245,2.027287286881424e-05
drum,0.00012051338702874245,2.027287286881424e-05
web,0.00012051338702874245,2.027287286881424e-05
escapist,0.00012051338702874245,2.027287286881424e-05
happili,0.00012051338702874245,2.027287286881424e-05
subtli,0.00012051338702874245,2.027287286881424e-05
awar,0.00012051338702874245,2.027287286881424e-05
ramsay,0.00012051338702874245,2.027287286881424e-05
transcend,0.00012051338702874245,2.027287286881424e-05
bride,0.00012051338702874245,2.027287286881424e-05
melancholi,0.00012051338702874245,2.027287286881424e-05
morton,0.00012051338702874245,2.027287286881424e-05
suitabl,0.00012051338702874245,2.027287286881424e-05
chord,0.00012051338702874245,2.027287286881424e-05
sli,0.00012051338702874245,2.027287286881424e-05
shatter,0.00012051338702874245,2.027287286881424e-05
sweetli,0.00012051338702874245,2.027287286881424e-05
seduct,0.00012051338702874245,2.027287286881424e-05
mcgrath,0.00012051338702874245,2.027287286881424e-05
spike,0.00012051338702874245,2.027287286881424e-05
weav,0.00012051338702874245,2.027287286881424e-05
clash,0.00014059895153353285,2.027287286881424e-05
vietnam,0.00014059895153353285,2.027287286881424e-05
percept,0.00012051338702874245,2.027287286881424e-05
stroke,0.00012051338702874245,2.027287286881424e-05
float,0.00012051338702874245,2.027287286881424e-05
duti,0.00012051338702874245,2.027287286881424e-05
infecti,0.00012051338702874245,2.027287286881424e-05
ghetto,0.00012051338702874245,2.027287286881424e-05
unnerv,0.00012051338702874245,2.027287286881424e-05
mistak,6.025669351437122e-05,0.0002432744744257709
superfici,6.025669351437122e-05,0.0002432744744257709
return,0.00036154016108622735,0.00012163723721288544
pleasur,0.0006226524996485026,0.00028382022016339934
saw,0.00010042782252395203,0.00032436596590102785
cliché,0.00010042782252395203,0.00032436596590102785
triumph,0.0002410267740574849,6.081861860644272e-05
abil,0.0002410267740574849,6.081861860644272e-05
repetit,8.034225801916163e-05,0.00028382022016339934
frustrat,8.034225801916163e-05,0.00028382022016339934
intellig,0.0008235081446964067,0.00042573033024509904
huge,0.0003213690320766465,0.0001013643643440712
struggl,0.0003213690320766465,0.0001013643643440712
happi,0.0003213690320766465,0.0001013643643440712
sharp,0.0003213690320766465,0.0001013643643440712
unsettl,0.0003213690320766465,0.0001013643643440712
disturb,0.0002811979030670657,8.109149147525696e-05
worthi,0.0002811979030670657,8.109149147525696e-05
continu,0.0002811979030670657,8.109149147525696e-05
sort,0.0002611123385622753,0.0006284590589332415
exerci,0.00016068451603832326,0.00042573033024509904
doe,0.0005222246771245506,0.00022300160155695663
fine,0.0005222246771245506,0.00022300160155695663
us,0.0016871874184023943,0.001094735134915969
simpl,0.00042179685460059856,0.00016218298295051393
think,0.0005623958061341314,0.0009933707705718977
anyth,0.0003213690320766465,0.0006892776775396842
dumb,0.00014059895153353285,0.00042573033024509904
complex,0.0005021391126197602,0.0002027287286881424
better,0.0007632514511820355,0.0012366452449976686
pow,4.0171129009580815e-05,0.00018245585581932815
stiff,4.0171129009580815e-05,0.00018245585581932815
suspect,4.0171129009580815e-05,0.00018245585581932815
implau,4.0171129009580815e-05,0.00018245585581932815
pathet,4.0171129009580815e-05,0.00018245585581932815
amateurish,4.0171129009580815e-05,0.00018245585581932815
strain,4.0171129009580815e-05,0.00018245585581932815
intrigu,0.0006025669351437123,0.00030409309303221357
surpri,0.0008235081446964067,0.00044600320311391327
assur,0.00018077008054311367,4.054574573762848e-05
anchor,0.00018077008054311367,4.054574573762848e-05
captiv,0.00018077008054311367,4.054574573762848e-05
jolt,0.00018077008054311367,4.054574573762848e-05
lowkey,0.00018077008054311367,4.054574573762848e-05
lyric,0.00018077008054311367,4.054574573762848e-05
quietli,0.00018077008054311367,4.054574573762848e-05
heartfelt,0.00018077008054311367,4.054574573762848e-05
physic,0.00018077008054311367,4.054574573762848e-05
sympathet,0.00018077008054311367,4.054574573762848e-05
transform,0.00018077008054311367,4.054574573762848e-05
way,0.0023098399180508968,0.0016218298295051393
seri,0.0003414545965814369,0.0007095505504084984
dead,0.00014059895153353285,0.0003446388387698421
disappoint,0.00018077008054311367,0.00044600320311391327
them,0.00022094120955269448,0.000506821821720356
clich,0.00022094120955269448,0.000506821821720356
fantasi,0.0003414545965814369,0.00012163723721288544
celebr,0.0003414545965814369,0.00012163723721288544
contriv,0.0002611123385622753,0.0005676404403267987
sit,0.0002611123385622753,0.0005676404403267987
their,0.0008636792737059875,0.00044600320311391327
becom,0.0005222246771245506,0.0009933707705718977
quickli,0.00010042782252395203,0.00030409309303221357
imag,0.0005021391126197602,0.00022300160155695663
inan,6.025669351437122e-05,0.00022300160155695663
ghost,6.025669351437122e-05,0.00022300160155695663
car,6.025669351437122e-05,0.0002432744744257709
rel,6.025669351437122e-05,0.0002432744744257709
devoid,6.025669351437122e-05,0.0002432744744257709
shallow,6.025669351437122e-05,0.00022300160155695663
score,0.00030128346757185613,0.0001013643643440712
grip,0.00030128346757185613,0.0001013643643440712
straight,8.034225801916163e-05,0.0002635473472945851
die,8.034225801916163e-05,0.0002635473472945851
ugli,8.034225801916163e-05,0.00028382022016339934
shoot,8.034225801916163e-05,0.0002635473472945851
fatal,8.034225801916163e-05,0.0002635473472945851
queen,8.034225801916163e-05,0.0002635473472945851
collect,8.034225801916163e-05,0.0002635473472945851
been,0.0006226524996485026,0.001094735134915969
no,0.00044188241910538895,0.0008109149147525696
popcorn,0.00022094120955269448,6.081861860644272e-05
imax,0.00022094120955269448,6.081861860644272e-05
gentl,0.00022094120955269448,6.081861860644272e-05
deftli,0.00022094120955269448,6.081861860644272e-05
moviemak,0.00022094120955269448,6.081861860644272e-05
literari,0.00022094120955269448,6.081861860644272e-05
vibrant,0.00022094120955269448,6.081861860644272e-05
spielberg,0.00022094120955269448,6.081861860644272e-05
romant,0.0009440215317251491,0.0005270946945891702
undeni,0.0002611123385622753,8.109149147525696e-05
depict,0.0002611123385622753,8.109149147525696e-05
answer,0.0002611123385622753,8.109149147525696e-05
sequel,0.00020085564504790406,0.0004662760759827275
john,0.0002410267740574849,0.0005270946945891702
materi,0.00038162572559101774,0.0007298234232773126
there,0.0012252194347922149,0.0018853771767997243
worth,0.0007833370156868259,0.00044600320311391327
but,0.00046196798361017934,0.0008109149147525696
french,0.00046196798361017934,0.0002027287286881424
mean,0.00046196798361017934,0.0002027287286881424
prove,0.0005824813706389218,0.00028382022016339934
assum,2.0085564504790408e-05,0.0001013643643440712
dragonfli,2.0085564504790408e-05,0.0001013643643440712
insuff,2.0085564504790408e-05,0.0001013643643440712
former,2.0085564504790408e-05,0.0001013643643440712
mindnumbingli,2.0085564504790408e-05,0.0001013643643440712
disintegr,2.0085564504790408e-05,0.0001013643643440712
prank,2.0085564504790408e-05,0.0001013643643440712
jay,2.0085564504790408e-05,0.0001013643643440712
passabl,2.0085564504790408e-05,0.0001013643643440712
femm,2.0085564504790408e-05,0.0001013643643440712
program,2.0085564504790408e-05,0.0001013643643440712
shadyac,2.0085564504790408e-05,0.0001013643643440712
network,2.0085564504790408e-05,0.0001013643643440712
oedekerk,2.0085564504790408e-05,0.0001013643643440712
stare,2.0085564504790408e-05,0.0001013643643440712
freddi,2.0085564504790408e-05,0.00012163723721288544
pool,2.0085564504790408e-05,0.0001013643643440712
hamper,2.0085564504790408e-05,0.0001013643643440712
whini,2.0085564504790408e-05,0.0001013643643440712
mckay,2.0085564504790408e-05,0.0001013643643440712
triangl,2.0085564504790408e-05,0.0001013643643440712
shtick,2.0085564504790408e-05,0.0001013643643440712
quarter,2.0085564504790408e-05,0.00012163723721288544
dubiou,2.0085564504790408e-05,0.0001013643643440712
elsewh,2.0085564504790408e-05,0.0001013643643440712
excruci,2.0085564504790408e-05,0.0001013643643440712
ed,2.0085564504790408e-05,0.0001013643643440712
bar,2.0085564504790408e-05,0.0001013643643440712
paperthin,2.0085564504790408e-05,0.0001013643643440712
coincid,2.0085564504790408e-05,0.0001013643643440712
everybodi,2.0085564504790408e-05,0.0001013643643440712
murki,2.0085564504790408e-05,0.0001013643643440712
bigbudget,2.0085564504790408e-05,0.0001013643643440712
